Time (s/500) - 0,0005	Newton - 0,0005	Time (s/500) - 0,005	Newton - 0,005	Time (s/500) - 0,05	Newton - 0,05	Time (s/500) - 0,5	Newton - 0,5	Time (s/500) - Plot 4	Newton - Plot 4	Time (s/500) - Plot 5	Newton - Plot 5	Time (s/500) - Plot 6	Newton - Plot 6	Time (s/500) - Plot 7	Newton - Plot 7	Time (s/500) - Plot 8	Newton - Plot 8	Time (s/500) - Plot 9	Newton - Plot 9	Time (s/500) - Plot 10	Newton - Plot 10	Time (s/500) - Plot 11	Newton - Plot 11	Time (s/500) - Plot 12	Newton - Plot 12	Time (s/500) - Plot 13	Newton - Plot 13	
2881	1,53339	2881	6,26605	2881	3,30994	2881	1,70669	2881	8,91368	2881	2,31189	2881	2,00645	2881	6,27314	2881	5,73592	2881	6,19219	2881	5,54905	2881	4,37469	2881	6,52188	2881	2,95066	
2882	1,54035	2882	6,24301	2882	3,36331	2882	1,69798	2882	8,85242	2882	2,34443	2882	1,98977	2882	6,27759	2882	5,71606	2882	6,19694	2882	5,58273	2882	4,32239	2882	6,51997	2882	3,00118	
2883	1,54872	2883	6,21986	2883	3,41535	2883	1,69	2883	8,79678	2883	2,3731	2883	1,96812	2883	6,2746	2883	5,69272	2883	6,2032	2883	5,61907	2883	4,266	2883	6,51592	2883	3,04723	
2884	1,55197	2884	6,19121	2884	3,46943	2884	1,68497	2884	8,73843	2884	2,4046	2884	1,94842	2884	6,27164	2884	5,67366	2884	6,20313	2884	5,65388	2884	4,21041	2884	6,50748	2884	3,09571	
2885	1,55731	2885	6,1628	2885	3,52498	2885	1,68167	2885	8,67851	2885	2,43942	2885	1,92939	2885	6,27387	2885	5,64814	2885	6,19977	2885	5,6877	2885	4,15563	2885	6,50002	2885	3,14715	
2886	1,56778	2886	6,13837	2886	3,58056	2886	1,67314	2886	8,62505	2886	2,47422	2886	1,91021	2886	6,27306	2886	5,62487	2886	6,19523	2886	5,71927	2886	4,10473	2886	6,49446	2886	3,19625	
2887	1,5782	2887	6,1177	2887	3,63524	2887	1,66892	2887	8,56703	2887	2,51222	2887	1,89048	2887	6,27504	2887	5,6008	2887	6,19304	2887	5,75055	2887	4,05275	2887	6,48798	2887	3,24742	
2888	1,58689	2888	6,09412	2888	3,6895	2888	1,66753	2888	8,50599	2888	2,55087	2888	1,87279	2888	6,27599	2888	5,57294	2888	6,18991	2888	5,78164	2888	3,99704	2888	6,47653	2888	3,29809	
2889	1,59711	2889	6,06678	2889	3,74493	2889	1,66161	2889	8,44296	2889	2,58914	2889	1,85584	2889	6,2759	2889	5,54584	2889	6,18735	2889	5,81067	2889	3,94635	2889	6,46276	2889	3,34831	
2890	1,60745	2890	6,04053	2890	3,80256	2890	1,66238	2890	8,38037	2890	2,63138	2890	1,84216	2890	6,2733	2890	5,5147	2890	6,1809	2890	5,83856	2890	3,89233	2890	6,45286	2890	3,39891	
2891	1,61894	2891	6,01111	2891	3,8569	2891	1,66162	2891	8,31555	2891	2,67494	2891	1,82786	2891	6,26984	2891	5,48475	2891	6,17046	2891	5,86603	2891	3,83834	2891	6,43986	2891	3,45086	
2892	1,63282	2892	5,98294	2892	3,91714	2892	1,6605	2892	8,24728	2892	2,71942	2892	1,81478	2892	6,26364	2892	5,45443	2892	6,17073	2892	5,89417	2892	3,78816	2892	6,42485	2892	3,50385	
2893	1,64389	2893	5,95018	2893	3,97429	2893	1,65727	2893	8,17387	2893	2,76664	2893	1,80515	2893	6,25995	2893	5,42334	2893	6,16488	2893	5,91976	2893	3,73388	2893	6,40839	2893	3,55579	
2894	1,65421	2894	5,92081	2894	4,0291	2894	1,65706	2894	8,10093	2894	2,8123	2894	1,79608	2894	6,25188	2894	5,39102	2894	6,15221	2894	5,94506	2894	3,68058	2894	6,39235	2894	3,61238	
2895	1,66566	2895	5,88996	2895	4,08493	2895	1,65886	2895	8,02749	2895	2,85783	2895	1,786	2895	6,24716	2895	5,35768	2895	6,13857	2895	5,96135	2895	3,62695	2895	6,38167	2895	3,6686	
2896	1,67819	2896	5,8565	2896	4,14081	2896	1,66117	2896	7,95879	2896	2,90121	2896	1,78097	2896	6,24151	2896	5,32434	2896	6,12619	2896	5,98397	2896	3,57453	2896	6,36352	2896	3,72889	
2897	1,69389	2897	5,82524	2897	4,2014	2897	1,66484	2897	7,88302	2897	2,9455	2897	1,77085	2897	6,23323	2897	5,28775	2897	6,11202	2897	6,00707	2897	3,51719	2897	6,34757	2897	3,7818	
2898	1,71196	2898	5,79176	2898	4,25752	2898	1,66273	2898	7,80558	2898	2,99019	2898	1,76321	2898	6,22706	2898	5,24555	2898	6,09945	2898	6,02916	2898	3,46034	2898	6,32628	2898	3,83363	
2899	1,71994	2899	5,75905	2899	4,31489	2899	1,66966	2899	7,72567	2899	3,03102	2899	1,75721	2899	6,21995	2899	5,20354	2899	6,08157	2899	6,048	2899	3,40617	2899	6,31125	2899	3,8918	
2900	1,73591	2900	5,72325	2900	4,37449	2900	1,67747	2900	7,65002	2900	3,07446	2900	1,7509	2900	6,21119	2900	5,16138	2900	6,06422	2900	6,0663	2900	3,35908	2900	6,28869	2900	3,94485	
2901	1,75329	2901	5,68358	2901	4,42713	2901	1,68627	2901	7,5705	2901	3,12772	2901	1,75153	2901	6,19767	2901	5,12272	2901	6,04675	2901	6,08271	2901	3,3115	2901	6,26725	2901	3,9983	
2902	1,77197	2902	5,64601	2902	4,48186	2902	1,69565	2902	7,49224	2902	3,18332	2902	1,75114	2902	6,18354	2902	5,08382	2902	6,02746	2902	6,09928	2902	3,26226	2902	6,24213	2902	4,05239	
2903	1,79124	2903	5,60402	2903	4,53766	2903	1,70856	2903	7,41354	2903	3,23751	2903	1,7538	2903	6,17227	2903	5,04536	2903	6,01358	2903	6,1128	2903	3,21112	2903	6,21665	2903	4,11241	
2904	1,80748	2904	5,56146	2904	4,59859	2904	1,71872	2904	7,33445	2904	3,29022	2904	1,7512	2904	6,15677	2904	5,00478	2904	5,9993	2904	6,12025	2904	3,16894	2904	6,18656	2904	4,1668	
2905	1,82539	2905	5,51805	2905	4,65669	2905	1,73326	2905	7,25292	2905	3,33937	2905	1,74887	2905	6,14182	2905	4,96407	2905	5,98561	2905	6,12787	2905	3,12466	2905	6,16551	2905	4,22298	
2906	1,8465	2906	5,47331	2906	4,71321	2906	1,74494	2906	7,17235	2906	3,39155	2906	1,74416	2906	6,12363	2906	4,92187	2906	5,97002	2906	6,13313	2906	3,07502	2906	6,13864	2906	4,27872	
2907	1,86979	2907	5,42633	2907	4,77193	2907	1,75695	2907	7,09317	2907	3,43914	2907	1,73959	2907	6,10339	2907	4,88372	2907	5,95171	2907	6,14008	2907	3,03148	2907	6,10738	2907	4,33519	
2908	1,8889	2908	5,38199	2908	4,82487	2908	1,76841	2908	7,0069	2908	3,49023	2908	1,73914	2908	6,08094	2908	4,84454	2908	5,93235	2908	6,14146	2908	2,98912	2908	6,07908	2908	4,39	
2909	1,90898	2909	5,33202	2909	4,87906	2909	1,78153	2909	6,9239	2909	3,54651	2909	1,73644	2909	6,06017	2909	4,80141	2909	5,90759	2909	6,14389	2909	2,9444	2909	6,05104	2909	4,44806	
2910	1,93076	2910	5,28311	2910	4,93279	2910	1,79765	2910	6,84344	2910	3,59574	2910	1,73079	2910	6,03768	2910	4,7564	2910	5,88154	2910	6,1468	2910	2,90479	2910	6,02048	2910	4,50566	
2911	1,95246	2911	5,2358	2911	4,98472	2911	1,8169	2911	6,76418	2911	3,64391	2911	1,72739	2911	6,01853	2911	4,70971	2911	5,85431	2911	6,14707	2911	2,86713	2911	5,98881	2911	4,56256	
2912	1,97368	2912	5,18843	2912	5,03326	2912	1,83384	2912	6,68305	2912	3,70141	2912	1,72227	2912	5,99723	2912	4,66375	2912	5,82744	2912	6,14938	2912	2,82548	2912	5,95814	2912	4,61572	
2913	1,99654	2913	5,13768	2913	5,08358	2913	1,85263	2913	6,60166	2913	3,75457	2913	1,7226	2913	5,97309	2913	4,61113	2913	5,80291	2913	6,1499	2913	2,78458	2913	5,9219	2913	4,66571	
2914	2,02193	2914	5,0876	2914	5,13263	2914	1,86901	2914	6,51706	2914	3,81088	2914	1,72292	2914	5,9503	2914	4,56581	2914	5,77343	2914	6,14812	2914	2,74859	2914	5,88697	2914	4,71441	
2915	2,05021	2915	5,0391	2915	5,18174	2915	1,88396	2915	6,43409	2915	3,86134	2915	1,72293	2915	5,92653	2915	4,51653	2915	5,74862	2915	6,1545	2915	2,70755	2915	5,85279	2915	4,76269	
2916	2,07707	2916	4,98509	2916	5,22562	2916	1,90443	2916	6,34878	2916	3,91479	2916	1,72104	2916	5,90324	2916	4,46946	2916	5,72835	2916	6,15104	2916	2,66759	2916	5,82005	2916	4,81703	
2917	2,09781	2917	4,93227	2917	5,27113	2917	1,92126	2917	6,26826	2917	3,96933	2917	1,72274	2917	5,88596	2917	4,41564	2917	5,70677	2917	6,15176	2917	2,63719	2917	5,78454	2917	4,86802	
2918	2,12737	2918	4,87662	2918	5,31331	2918	1,93995	2918	6,18712	2918	4,0225	2918	1,7227	2918	5,86258	2918	4,3663	2918	5,68336	2918	6,15324	2918	2,60376	2918	5,74902	2918	4,91946	
2919	2,15586	2919	4,82139	2919	5,35526	2919	1,95854	2919	6,10563	2919	4,07459	2919	1,72269	2919	5,83393	2919	4,32028	2919	5,66109	2919	6,15346	2919	2,5722	2919	5,70554	2919	4,96314	
2920	2,18762	2920	4,76571	2920	5,39633	2920	1,98335	2920	6,02671	2920	4,13267	2920	1,72476	2920	5,80439	2920	4,26971	2920	5,63617	2920	6,15488	2920	2,53733	2920	5,66503	2920	5,00954	
2921	2,21872	2921	4,71305	2921	5,44003	2921	2,00376	2921	5,95245	2921	4,18856	2921	1,72709	2921	5,78006	2921	4,22395	2921	5,61258	2921	6,14963	2921	2,50614	2921	5,62332	2921	5,05335	
2922	2,25069	2922	4,66016	2922	5,47875	2922	2,03211	2922	5,87588	2922	4,24014	2922	1,73359	2922	5,75077	2922	4,17313	2922	5,59352	2922	6,14912	2922	2,47924	2922	5,58195	2922	5,09332	
2923	2,2836	2923	4,6062	2923	5,51774	2923	2,06128	2923	5,80325	2923	4,29861	2923	1,73826	2923	5,72288	2923	4,12766	2923	5,57051	2923	6,14985	2923	2,44846	2923	5,53842	2923	5,13328	
2924	2,31987	2924	4,55249	2924	5,55472	2924	2,09014	2924	5,73027	2924	4,35575	2924	1,74511	2924	5,6976	2924	4,0808	2924	5,53412	2924	6,1422	2924	2,4198	2924	5,49445	2924	5,17279	
2925	2,35877	2925	4,50384	2925	5,59482	2925	2,11677	2925	5,66051	2925	4,40873	2925	1,75028	2925	5,66664	2925	4,02981	2925	5,50297	2925	6,13501	2925	2,39118	2925	5,45035	2925	5,21633	
2926	2,39677	2926	4,45324	2926	5,63035	2926	2,14555	2926	5,58479	2926	4,4626	2926	1,75565	2926	5,63075	2926	3,98095	2926	5,47441	2926	6,12478	2926	2,36527	2926	5,40176	2926	5,25718	
2927	2,43498	2927	4,39826	2927	5,66481	2927	2,18129	2927	5,51109	2927	4,51355	2927	1,76371	2927	5,60041	2927	3,93513	2927	5,44133	2927	6,11636	2927	2,33537	2927	5,3521	2927	5,29622	
2928	2,47386	2928	4,3378	2928	5,69935	2928	2,20954	2928	5,43846	2928	4,56306	2928	1,7698	2928	5,5666	2928	3,88975	2928	5,40573	2928	6,10723	2928	2,30584	2928	5,29792	2928	5,3353	
2929	2,51649	2929	4,28373	2929	5,73187	2929	2,24318	2929	5,36715	2929	4,61675	2929	1,77997	2929	5,52801	2929	3,84374	2929	5,36859	2929	6,09606	2929	2,27933	2929	5,25166	2929	5,37254	
2930	2,56296	2930	4,22836	2930	5,76281	2930	2,27406	2930	5,29655	2930	4,66377	2930	1,79062	2930	5,49079	2930	3,7927	2930	5,32873	2930	6,08348	2930	2,25454	2930	5,20162	2930	5,41326	
2931	2,60814	2931	4,17343	2931	5,7903	2931	2,30587	2931	5,22519	2931	4,71336	2931	1,79792	2931	5,45309	2931	3,74859	2931	5,29332	2931	6,06931	2931	2,22988	2931	5,1506	2931	5,44155	
2932	2,64773	2932	4,12004	2932	5,81922	2932	2,33978	2932	5,15595	2932	4,75728	2932	1,80589	2932	5,41481	2932	3,70374	2932	5,25699	2932	6,0556	2932	2,20242	2932	5,09809	2932	5,47469	
2933	2,69326	2933	4,0637	2933	5,84867	2933	2,37665	2933	5,08921	2933	4,80036	2933	1,81712	2933	5,37616	2933	3,65914	2933	5,21428	2933	6,04012	2933	2,17753	2933	5,04658	2933	5,50871	
2934	2,73829	2934	4,00983	2934	5,87706	2934	2,41636	2934	5,02333	2934	4,84569	2934	1,82882	2934	5,33514	2934	3,61086	2934	5,1708	2934	6,02178	2934	2,15504	2934	4,99527	2934	5,54078	
2935	2,7833	2935	3,95928	2935	5,90337	2935	2,45328	2935	4,9609	2935	4,89379	2935	1,83903	2935	5,30042	2935	3,56519	2935	5,13347	2935	6,00647	2935	2,13589	2935	4,94441	2935	5,56692	
2936	2,82685	2936	3,90723	2936	5,92852	2936	2,48916	2936	4,88955	2936	4,93979	2936	1,84648	2936	5,25882	2936	3,51719	2936	5,09255	2936	5,99316	2936	2,11422	2936	4,88755	2936	5,59234	
2937	2,87218	2937	3,85357	2937	5,95622	2937	2,53364	2937	4,81961	2937	4,98571	2937	1,85832	2937	5,21604	2937	3,47087	2937	5,05495	2937	5,97119	2937	2,09078	2937	4,83496	2937	5,61366	
2938	2,91487	2938	3,80103	2938	5,97865	2938	2,57435	2938	4,75263	2938	5,03437	2938	1,87346	2938	5,1733	2938	3,42859	2938	5,01229	2938	5,94776	2938	2,07547	2938	4,77832	2938	5,63828	
2939	2,95988	2939	3,74816	2939	5,99729	2939	2,61934	2939	4,68616	2939	5,08068	2939	1,88313	2939	5,12501	2939	3,39062	2939	4,96884	2939	5,92474	2939	2,05757	2939	4,72608	2939	5,66648	
2940	3,00705	2940	3,6962	2940	6,01825	2940	2,6602	2940	4,61949	2940	5,12939	2940	1,89969	2940	5,08112	2940	3,3487	2940	4,92866	2940	5,90594	2940	2,04346	2940	4,67037	2940	5,69698	
2941	3,06	2941	3,64809	2941	6,03695	2941	2,7036	2941	4,54682	2941	5,17685	2941	1,91464	2941	5,03607	2941	3,30934	2941	4,88903	2941	5,88183	2941	2,02773	2941	4,61344	2941	5,72132	
2942	3,11164	2942	3,60076	2942	6,05796	2942	2,74426	2942	4,47946	2942	5,21819	2942	1,92845	2942	4,99332	2942	3,2644	2942	4,84671	2942	5,86209	2942	2,01329	2942	4,55626	2942	5,74364	
2943	3,16264	2943	3,55311	2943	6,07719	2943	2,7859	2943	4,41326	2943	5,25847	2943	1,94491	2943	4,94459	2943	3,21871	2943	4,80806	2943	5,83658	2943	2,00293	2943	4,49863	2943	5,76781	
2944	3,21129	2944	3,50694	2944	6,09687	2944	2,82765	2944	4,3438	2944	5,29704	2944	1,9579	2944	4,89754	2944	3,1763	2944	4,76553	2944	5,81848	2944	1,9912	2944	4,44191	2944	5,78754	
2945	3,26315	2945	3,4631	2945	6,10879	2945	2,86732	2945	4,27966	2945	5,33839	2945	1,97702	2945	4,85073	2945	3,13625	2945	4,72414	2945	5,80227	2945	1,97632	2945	4,38605	2945	5,80894	
2946	3,31785	2946	3,41729	2946	6,11809	2946	2,91222	2946	4,21479	2946	5,38048	2946	1,99348	2946	4,80658	2946	3,09937	2946	4,68015	2946	5,78043	2946	1,96176	2946	4,32868	2946	5,82884	
2947	3,36832	2947	3,37071	2947	6,12981	2947	2,95274	2947	4,15296	2947	5,41915	2947	2,01611	2947	4,75905	2947	3,06009	2947	4,63489	2947	5,75719	2947	1,95359	2947	4,27636	2947	5,84855	
2948	3,42271	2948	3,32063	2948	6,14276	2948	3,00115	2948	4,08945	2948	5,45619	2948	2,03836	2948	4,71693	2948	3,02003	2948	4,59309	2948	5,73063	2948	1,93623	2948	4,22411	2948	5,86657	
2949	3,47851	2949	3,27332	2949	6,1556	2949	3,05013	2949	4,02809	2949	5,49342	2949	2,05994	2949	4,67229	2949	2,98534	2949	4,55001	2949	5,70671	2949	1,91976	2949	4,17035	2949	5,88291	
2950	3,53989	2950	3,23368	2950	6,16326	2950	3,0985	2950	3,96252	2950	5,52605	2950	2,0823	2950	4,62726	2950	2,95077	2950	4,50896	2950	5,68053	2950	1,91303	2950	4,11044	2950	5,89449	
2951	3,60123	2951	3,19284	2951	6,17067	2951	3,14992	2951	3,89803	2951	5,56176	2951	2,11098	2951	4,5814	2951	2,91329	2951	4,46846	2951	5,6468	2951	1,90037	2951	4,05358	2951	5,91032	
2952	3,66351	2952	3,14988	2952	6,17221	2952	3,19956	2952	3,83671	2952	5,59628	2952	2,13428	2952	4,52885	2952	2,8783	2952	4,4253	2952	5,61714	2952	1,89035	2952	3,99763	2952	5,9215	
2953	3,72332	2953	3,10741	2953	6,17451	2953	3,25219	2953	3,77632	2953	5,62618	2953	2,1643	2953	4,47589	2953	2,84062	2953	4,37963	2953	5,58829	2953	1,88338	2953	3,93904	2953	5,93471	
2954	3,78494	2954	3,0646	2954	6,17897	2954	3,30226	2954	3,71782	2954	5,65716	2954	2,1948	2954	4,42463	2954	2,80739	2954	4,33097	2954	5,55352	2954	1,88068	2954	3,88323	2954	5,95086	
2955	3,84801	2955	3,0231	2955	6,18705	2955	3,35235	2955	3,65759	2955	5,68165	2955	2,22298	2955	4,37281	2955	2,77186	2955	4,28471	2955	5,52039	2955	1,87138	2955	3,82921	2955	5,96717	
2956	3,90898	2956	2,98282	2956	6,1899	2956	3,40493	2956	3,5988	2956	5,71107	2956	2,25354	2956	4,31909	2956	2,73585	2956	4,24033	2956	5,47419	2956	1,86483	2956	3,77917	2956	5,97908	
2957	3,97179	2957	2,94699	2957	6,19394	2957	3,45487	2957	3,54109	2957	5,74032	2957	2,28649	2957	4,27212	2957	2,70334	2957	4,18606	2957	5,43333	2957	1,85769	2957	3,72557	2957	5,98474	
2958	4,03866	2958	2,9118	2958	6,19549	2958	3,51224	2958	3,48494	2958	5,76206	2958	2,32166	2958	4,21835	2958	2,67559	2958	4,13698	2958	5,38647	2958	1,84646	2958	3,67209	2958	5,9901	
2959	4,09988	2959	2,87742	2959	6,19593	2959	3,573	2959	3,42653	2959	5,78833	2959	2,35838	2959	4,16949	2959	2,644	2959	4,08776	2959	5,34238	2959	1,83708	2959	3,62079	2959	5,99891	
2960	4,1659	2960	2,84169	2960	6,19803	2960	3,62309	2960	3,36866	2960	5,81513	2960	2,39282	2960	4,12479	2960	2,6158	2960	4,03705	2960	5,29682	2960	1,82495	2960	3,56775	2960	6,00595	
2961	4,22896	2961	2,8053	2961	6,20069	2961	3,67552	2961	3,31232	2961	5,83506	2961	2,42446	2961	4,0767	2961	2,58855	2961	3,991	2961	5,24881	2961	1,81846	2961	3,51406	2961	6,00635	
2962	4,28819	2962	2,76788	2962	6,20076	2962	3,73264	2962	3,2534	2962	5,85301	2962	2,46068	2962	4,02302	2962	2,56196	2962	3,9446	2962	5,20749	2962	1,81104	2962	3,46513	2962	6,00856	
2963	4,35025	2963	2,73242	2963	6,2039	2963	3,78652	2963	3,19446	2963	5,87534	2963	2,48967	2963	3,9731	2963	2,53864	2963	3,89462	2963	5,16315	2963	1,80188	2963	3,41127	2963	6,00769	
2964	4,41006	2964	2,6988	2964	6,20593	2964	3,84054	2964	3,13974	2964	5,89437	2964	2,52469	2964	3,9245	2964	2,50815	2964	3,84206	2964	5,11578	2964	1,79846	2964	3,36128	2964	6,00842	
2965	4,47212	2965	2,66214	2965	6,2067	2965	3,89637	2965	3,0839	2965	5,91609	2965	2,56194	2965	3,87067	2965	2,48442	2965	3,80093	2965	5,07523	2965	1,79473	2965	3,31144	2965	6,00615	
2966	4,53012	2966	2,62875	2966	6,20401	2966	3,95135	2966	3,02959	2966	5,93525	2966	2,60082	2966	3,82397	2966	2,45977	2966	3,75163	2966	5,03092	2966	1,79338	2966	3,2603	2966	6,00359	
2967	4,59106	2967	2,59608	2967	6,19924	2967	4,00889	2967	2,979	2967	5,95393	2967	2,63935	2967	3,77856	2967	2,43878	2967	3,70495	2967	4,98141	2967	1,78539	2967	3,21778	2967	6,00241	
2968	4,65482	2968	2,56805	2968	6,19585	2968	4,06438	2968	2,92372	2968	5,967	2968	2,67747	2968	3,72775	2968	2,41432	2968	3,6601	2968	4,93156	2968	1,78074	2968	3,17103	2968	6,00291	
2969	4,71763	2969	2,53842	2969	6,19011	2969	4,12316	2969	2,8741	2969	5,98228	2969	2,71371	2969	3,68025	2969	2,39182	2969	3,61983	2969	4,88429	2969	1,78108	2969	3,12497	2969	5,9982	
2970	4,78168	2970	2,50718	2970	6,18272	2970	4,18082	2970	2,82398	2970	5,99658	2970	2,75409	2970	3,62708	2970	2,37277	2970	3,57795	2970	4,83805	2970	1,78112	2970	3,07943	2970	5,99743	
2971	4,83983	2971	2,48057	2971	6,17703	2971	4,23894	2971	2,77325	2971	6,01482	2971	2,79491	2971	3,57468	2971	2,35279	2971	3,53545	2971	4,79052	2971	1,78317	2971	3,03634	2971	5,99664	
2972	4,89807	2972	2,45057	2972	6,1726	2972	4,30035	2972	2,72871	2972	6,02603	2972	2,8383	2972	3,52127	2972	2,33289	2972	3,49101	2972	4,74389	2972	1,78669	2972	2,99378	2972	6,00327	
2973	4,9609	2973	2,42456	2973	6,16395	2973	4,3571	2973	2,68216	2973	6,03448	2973	2,88652	2973	3,46742	2973	2,31225	2973	3,449	2973	4,69139	2973	1,78951	2973	2,9525	2973	6,0015	
2974	5,01801	2974	2,39757	2974	6,1546	2974	4,4087	2974	2,63033	2974	6,04922	2974	2,9298	2974	3,41614	2974	2,29669	2974	3,40227	2974	4,64273	2974	1,79315	2974	2,91091	2974	5,99462	
2975	5,07958	2975	2,3703	2975	6,13995	2975	4,46093	2975	2,58597	2975	6,05104	2975	2,97533	2975	3,36498	2975	2,27896	2975	3,36366	2975	4,59288	2975	1,79733	2975	2,86975	2975	5,98965	
2976	5,1447	2976	2,34328	2976	6,12578	2976	4,5159	2976	2,53947	2976	6,05139	2976	3,01972	2976	3,3129	2976	2,25842	2976	3,32177	2976	4,54094	2976	1,79862	2976	2,82758	2976	5,98807	
2977	5,20552	2977	2,31916	2977	6,11221	2977	4,57305	2977	2,49831	2977	6,05121	2977	3,07368	2977	3,26601	2977	2,23812	2977	3,28376	2977	4,48896	2977	1,80585	2977	2,78677	2977	5,98791	
2978	5,26267	2978	2,29766	2978	6,09644	2978	4,62222	2978	2,45741	2978	6,05284	2978	3,12014	2978	3,21881	2978	2,21975	2978	3,24372	2978	4,43987	2978	1,81159	2978	2,7408	2978	5,98899	
2979	5,32023	2979	2,27533	2979	6,07724	2979	4,67793	2979	2,42244	2979	6,04852	2979	3,16656	2979	3,17604	2979	2,2003	2979	3,20481	2979	4,3922	2979	1,81683	2979	2,70022	2979	5,9851	
2980	5,37866	2980	2,25216	2980	6,06045	2980	4,73213	2980	2,38449	2980	6,0494	2980	3,21841	2980	3,13477	2980	2,18417	2980	3,16858	2980	4,34409	2980	1,82582	2980	2,65778	2980	5,97507	
2981	5,43622	2981	2,23125	2981	6,04098	2981	4,78329	2981	2,34504	2981	6,04739	2981	3,26629	2981	3,09117	2981	2,17295	2981	3,13001	2981	4,29291	2981	1,82913	2981	2,6194	2981	5,96524	
2982	5,48539	2982	2,20891	2982	6,01861	2982	4,83119	2982	2,30979	2982	6,0429	2982	3,31568	2982	3,04779	2982	2,16053	2982	3,09233	2982	4,24305	2982	1,83745	2982	2,58727	2982	5,95784	
2983	5,53584	2983	2,18904	2983	5,99003	2983	4,88176	2983	2,27648	2983	6,04019	2983	3,36662	2983	3,00482	2983	2,14863	2983	3,05381	2983	4,19243	2983	1,84507	2983	2,55541	2983	5,95651	
2984	5,58595	2984	2,17059	2984	5,96614	2984	4,93259	2984	2,2425	2984	6,04017	2984	3,41536	2984	2,96395	2984	2,13505	2984	3,01438	2984	4,14137	2984	1,8548	2984	2,52213	2984	5,95189	
2985	5,63415	2985	2,15263	2985	5,94155	2985	4,98281	2985	2,21626	2985	6,04056	2985	3,46612	2985	2,92258	2985	2,1276	2985	2,97962	2985	4,08935	2985	1,86816	2985	2,48771	2985	5,94378	
2986	5,6807	2986	2,13335	2986	5,92039	2986	5,03373	2986	2,18168	2986	6,04006	2986	3,51671	2986	2,88564	2986	2,1185	2986	2,94512	2986	4,03583	2986	1,88283	2986	2,45699	2986	5,93338	
2987	5,72306	2987	2,11841	2987	5,89791	2987	5,07995	2987	2,15034	2987	6,03846	2987	3,56991	2987	2,84155	2987	2,10768	2987	2,90976	2987	3,98675	2987	1,89789	2987	2,42426	2987	5,92148	
2988	5,7686	2988	2,10319	2988	5,87736	2988	5,12877	2988	2,12015	2988	6,04088	2988	3,62205	2988	2,80607	2988	2,10506	2988	2,87625	2988	3,9379	2988	1,91585	2988	2,38859	2988	5,91431	
2989	5,80862	2989	2,09124	2989	5,84922	2989	5,17158	2989	2,09047	2989	6,03935	2989	3,67269	2989	2,76763	2989	2,0994	2989	2,84064	2989	3,88765	2989	1,93614	2989	2,35695	2989	5,90398	
2990	5,84829	2990	2,07677	2990	5,82288	2990	5,21761	2990	2,0699	2990	6,03703	2990	3,72766	2990	2,72987	2990	2,09051	2990	2,80954	2990	3,83967	2990	1,96126	2990	2,32349	2990	5,89705	
2991	5,88353	2991	2,05932	2991	5,7991	2991	5,26248	2991	2,05093	2991	6,03709	2991	3,7802	2991	2,69138	2991	2,0875	2991	2,77735	2991	3,79031	2991	1,97654	2991	2,29224	2991	5,89065	
2992	5,91572	2992	2,0455	2992	5,77381	2992	5,30134	2992	2,02902	2992	6,03779	2992	3,83305	2992	2,65544	2992	2,08533	2992	2,74575	2992	3,75053	2992	1,99678	2992	2,26337	2992	5,87862	
2993	5,94558	2993	2,03414	2993	5,75185	2993	5,34177	2993	2,00785	2993	6,03298	2993	3,88858	2993	2,62135	2993	2,08219	2993	2,71792	2993	3,70361	2993	2,01598	2993	2,238	2993	5,86765	
2994	5,97707	2994	2,02216	2994	5,72581	2994	5,37904	2994	1,9868	2994	6,02503	2994	3,94436	2994	2,58942	2994	2,08116	2994	2,68801	2994	3,66009	2994	2,03913	2994	2,21628	2994	5,85762	
2995	6,00244	2995	2,01569	2995	5,69652	2995	5,41906	2995	1,96465	2995	6,02071	2995	3,99739	2995	2,5563	2995	2,08243	2995	2,65968	2995	3,61523	2995	2,0584	2995	2,19893	2995	5,84183	
2996	6,02983	2996	2,01133	2996	5,66248	2996	5,45875	2996	1,94382	2996	6,019	2996	4,05409	2996	2,52132	2996	2,08264	2996	2,63007	2996	3,5725	2996	2,08569	2996	2,17836	2996	5,82761	
2997	6,0612	2997	2,00746	2997	5,63411	2997	5,50085	2997	1,92529	2997	6,01165	2997	4,10986	2997	2,48916	2997	2,0839	2997	2,59728	2997	3,52923	2997	2,11439	2997	2,15743	2997	5,81288	
2998	6,09125	2998	2,00433	2998	5,60388	2998	5,53856	2998	1,90507	2998	6,00279	2998	4,1649	2998	2,45625	2998	2,08379	2998	2,57486	2998	3,48506	2998	2,14705	2998	2,13596	2998	5,79884	
2999	6,12027	2999	1,99846	2999	5,57129	2999	5,57135	2999	1,88221	2999	5,99764	2999	4,22134	2999	2,42659	2999	2,08517	2999	2,54752	2999	3,44236	2999	2,18503	2999	2,11186	2999	5,78849	
3000	6,14929	3000	1,98973	3000	5,54059	3000	5,59884	3000	1,86311	3000	5,98517	3000	4,27509	3000	2,39419	3000	2,08407	3000	2,51878	3000	3,39797	3000	2,22183	3000	2,09379	3000	5,77057	
3001	6,17347	3001	1,98517	3001	5,50754	3001	5,63056	3001	1,85042	3001	5,97441	3001	4,33168	3001	2,36466	3001	2,0824	3001	2,49649	3001	3,35908	3001	2,25458	3001	2,07384	3001	5,75367	
